#,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Power,Is_Augmented
4,Charmander,313,37,54,42,63,53,64,1,0,Fire,1
4,Charmander,316,39,52,44,59,53,69,1,0,Fire,1
4,Charmander,311,40,48,43,60,54,66,1,0,Fire,1
4,Charmander,312,39,53,42,57,50,71,1,0,Fire,1
4,Charmander,307,39,52,43,58,51,64,1,0,Fire,1
4,Charmander,301,36,51,44,59,48,63,1,0,Fire,1
4,Charmander,315,41,52,43,63,55,61,1,0,Fire,1
4,Charmander,308,39,52,48,58,48,63,1,0,Fire,1
4,Charmander,309,41,49,42,58,51,68,1,0,Fire,1
4,Charmander,306,42,53,37,58,49,67,1,0,Fire,1
4,Charmander,316,37,51,44,67,52,65,1,0,Fire,1
4,Charmander,289,36,45,44,56,47,61,1,0,Fire,1
4,Charmander,307,38,54,43,59,50,63,1,0,Fire,1
4,Charmander,317,39,52,47,62,54,63,1,0,Fire,1
4,Charmander,307,38,49,42,63,50,65,1,0,Fire,1
4,Charmander,308,37,52,42,63,49,65,1,0,Fire,1
4,Charmander,308,39,50,44,61,49,65,1,0,Fire,1
4,Charmander,320,39,54,45,57,53,72,1,0,Fire,1
4,Charmander,313,39,55,43,61,49,66,1,0,Fire,1
4,Charmander,299,36,53,42,57,50,61,1,0,Fire,1
4,Charmander,309,40,49,43,59,52,66,1,0,Fire,1
4,Charmander,320,38,57,42,61,52,70,1,0,Fire,1
4,Charmander,311,39,51,44,64,50,63,1,0,Fire,1
4,Charmander,307,41,51,42,60,48,65,1,0,Fire,1
4,Charmander,292,36,49,41,58,47,61,1,0,Fire,1
4,Charmander,309,40,52,43,63,49,62,1,0,Fire,1
4,Charmander,312,40,54,45,61,47,65,1,0,Fire,1
4,Charmander,316,43,51,39,67,52,64,1,0,Fire,1
4,Charmander,308,41,50,44,56,52,65,1,0,Fire,1
4,Charmander,314,38,54,42,58,54,68,1,0,Fire,1
4,Charmander,301,39,52,41,55,48,66,1,0,Fire,1
4,Charmander,313,36,55,44,64,49,65,1,0,Fire,1
4,Charmander,306,38,55,44,55,48,66,1,0,Fire,1
4,Charmander,315,38,54,47,60,50,66,1,0,Fire,1
4,Charmander,315,42,50,40,66,50,67,1,0,Fire,1
4,Charmander,297,40,52,38,57,46,64,1,0,Fire,1
4,Charmander,307,40,51,44,62,49,61,1,0,Fire,1
4,Charmander,315,38,54,44,61,49,69,1,0,Fire,1
4,Charmander,297,40,49,42,59,50,57,1,0,Fire,1
4,Charmander,312,39,48,44,60,50,71,1,0,Fire,1
4,Charmander,305,41,52,44,56,49,63,1,0,Fire,1
4,Charmander,308,38,53,41,60,49,67,1,0,Fire,1
4,Charmander,298,39,47,44,61,48,59,1,0,Fire,1
4,Charmander,308,37,54,45,57,47,68,1,0,Fire,1
4,Charmander,312,40,51,45,60,51,65,1,0,Fire,1
4,Charmander,298,36,49,44,57,50,62,1,0,Fire,1
4,Charmander,309,38,47,42,62,48,72,1,0,Fire,1
4,Charmander,310,39,54,46,60,49,62,1,0,Fire,1
4,Charmander,312,40,54,44,62,48,64,1,0,Fire,1
4,Charmander,321,38,53,47,60,51,72,1,0,Fire,1
4,Charmander,306,36,51,47,64,46,62,1,0,Fire,1
4,Charmander,320,40,55,44,61,53,67,1,0,Fire,1
4,Charmander,311,42,48,49,56,50,66,1,0,Fire,1
4,Charmander,305,41,47,43,59,52,63,1,0,Fire,1
4,Charmander,306,38,51,42,60,50,65,1,0,Fire,1
4,Charmander,312,39,53,45,58,50,67,1,0,Fire,1
4,Charmander,303,39,49,45,55,48,67,1,0,Fire,1
4,Charmander,299,38,53,40,59,46,63,1,0,Fire,1
4,Charmander,310,39,49,44,59,51,68,1,0,Fire,1
4,Charmander,329,41,57,41,68,52,70,1,0,Fire,1
4,Charmander,312,39,53,43,64,51,62,1,0,Fire,1
4,Charmander,308,37,53,40,59,51,68,1,0,Fire,1
4,Charmander,311,39,51,38,64,51,68,1,0,Fire,1
4,Charmander,320,40,54,45,61,50,70,1,0,Fire,1
4,Charmander,319,40,57,46,59,51,66,1,0,Fire,1
4,Charmander,314,40,49,44,62,51,68,1,0,Fire,1
4,Charmander,317,40,56,41,65,49,66,1,0,Fire,1
4,Charmander,302,43,54,41,58,42,64,1,0,Fire,1
4,Charmander,303,41,51,42,59,48,62,1,0,Fire,1
4,Charmander,300,39,50,42,60,48,61,1,0,Fire,1
4,Charmander,298,39,51,43,59,47,59,1,0,Fire,1
4,Charmander,320,37,55,43,61,52,72,1,0,Fire,1
4,Charmander,319,37,54,44,67,51,66,1,0,Fire,1
4,Charmander,298,35,54,40,58,48,63,1,0,Fire,1
4,Charmander,298,38,49,39,56,50,66,1,0,Fire,1
4,Charmander,317,41,52,41,65,54,64,1,0,Fire,1
4,Charmander,308,38,50,43,57,53,67,1,0,Fire,1
4,Charmander,303,40,50,41,62,47,63,1,0,Fire,1
4,Charmander,303,37,48,42,63,46,67,1,0,Fire,1
4,Charmander,312,40,51,42,60,49,70,1,0,Fire,1
4,Charmander,307,42,54,42,55,51,63,1,0,Fire,1
4,Charmander,314,42,56,43,58,50,65,1,0,Fire,1
4,Charmander,306,41,50,41,57,47,70,1,0,Fire,1
4,Charmander,305,39,49,41,60,47,69,1,0,Fire,1
4,Charmander,307,40,55,42,58,47,65,1,0,Fire,1
4,Charmander,318,40,51,45,64,52,66,1,0,Fire,1
4,Charmander,311,40,53,42,63,50,63,1,0,Fire,1
4,Charmander,312,37,54,45,62,53,61,1,0,Fire,1
4,Charmander,320,42,48,44,63,53,70,1,0,Fire,1
4,Charmander,301,38,52,44,53,48,66,1,0,Fire,1
4,Charmander,320,37,55,43,65,53,67,1,0,Fire,1
4,Charmander,300,37,53,44,56,49,61,1,0,Fire,1
4,Charmander,300,37,56,37,57,52,61,1,0,Fire,1
4,Charmander,313,39,53,44,63,48,66,1,0,Fire,1
4,Charmander,303,41,48,43,59,48,64,1,0,Fire,1
4,Charmander,300,40,49,41,57,49,64,1,0,Fire,1
4,Charmander,311,37,50,46,64,46,68,1,0,Fire,1
4,Charmander,309,38,49,43,59,53,67,1,0,Fire,1
5,Charmeleon,405,58,64,58,80,65,80,1,0,Fire,0
5,Charmeleon,407,58,66,62,80,68,73,1,0,Fire,1
5,Charmeleon,418,55,65,57,91,67,83,1,0,Fire,1
5,Charmeleon,407,57,61,59,84,69,77,1,0,Fire,1
5,Charmeleon,403,59,66,57,78,69,74,1,0,Fire,1
5,Charmeleon,403,59,67,53,84,64,76,1,0,Fire,1
5,Charmeleon,393,57,62,55,75,63,81,1,0,Fire,1
5,Charmeleon,402,59,67,56,82,65,73,1,0,Fire,1
5,Charmeleon,395,60,63,52,79,63,78,1,0,Fire,1
5,Charmeleon,401,55,65,59,68,68,86,1,0,Fire,1
5,Charmeleon,386,61,65,59,72,55,74,1,0,Fire,1
5,Charmeleon,395,56,66,53,85,64,71,1,0,Fire,1
5,Charmeleon,401,58,67,60,77,65,74,1,0,Fire,1
5,Charmeleon,418,53,64,58,87,71,85,1,0,Fire,1
5,Charmeleon,415,58,66,58,88,68,77,1,0,Fire,1
5,Charmeleon,398,58,65,59,78,66,72,1,0,Fire,1
5,Charmeleon,400,57,60,57,80,68,78,1,0,Fire,1
5,Charmeleon,413,55,66,56,86,69,81,1,0,Fire,1
5,Charmeleon,393,52,63,59,76,61,82,1,0,Fire,1
5,Charmeleon,400,57,64,64,79,58,78,1,0,Fire,1
5,Charmeleon,410,60,62,63,85,66,74,1,0,Fire,1
5,Charmeleon,414,59,62,60,83,68,82,1,0,Fire,1
5,Charmeleon,398,58,60,59,84,65,72,1,0,Fire,1
5,Charmeleon,409,56,66,60,84,68,75,1,0,Fire,1
5,Charmeleon,411,60,61,63,82,61,84,1,0,Fire,1
5,Charmeleon,410,59,67,56,77,68,83,1,0,Fire,1
5,Charmeleon,389,55,57,61,77,62,77,1,0,Fire,1
5,Charmeleon,399,57,63,54,83,63,79,1,0,Fire,1
5,Charmeleon,399,53,64,55,76,67,84,1,0,Fire,1
5,Charmeleon,395,58,60,54,79,66,78,1,0,Fire,1
5,Charmeleon,403,60,61,61,79,69,73,1,0,Fire,1
5,Charmeleon,403,58,62,59,76,68,80,1,0,Fire,1
5,Charmeleon,434,63,71,62,88,62,88,1,0,Fire,1
5,Charmeleon,404,62,63,62,80,64,73,1,0,Fire,1
5,Charmeleon,414,59,65,56,81,64,89,1,0,Fire,1
5,Charmeleon,399,54,58,62,84,61,80,1,0,Fire,1
5,Charmeleon,407,54,64,57,85,65,82,1,0,Fire,1
5,Charmeleon,396,54,58,59,74,67,84,1,0,Fire,1
5,Charmeleon,390,59,59,52,80,62,78,1,0,Fire,1
5,Charmeleon,412,63,61,55,81,65,87,1,0,Fire,1
5,Charmeleon,420,61,71,58,83,68,79,1,0,Fire,1
5,Charmeleon,400,57,67,55,82,62,77,1,0,Fire,1
5,Charmeleon,401,66,62,55,75,67,76,1,0,Fire,1
5,Charmeleon,408,56,67,57,79,66,83,1,0,Fire,1
5,Charmeleon,410,60,66,59,89,65,71,1,0,Fire,1
5,Charmeleon,404,57,64,62,81,62,78,1,0,Fire,1
5,Charmeleon,394,58,64,54,77,63,78,1,0,Fire,1
5,Charmeleon,410,54,67,59,81,67,82,1,0,Fire,1
5,Charmeleon,397,52,60,62,80,61,82,1,0,Fire,1
5,Charmeleon,406,57,71,59,80,60,79,1,0,Fire,1
5,Charmeleon,408,52,68,60,79,60,89,1,0,Fire,1
5,Charmeleon,416,59,72,65,80,67,73,1,0,Fire,1
5,Charmeleon,399,60,58,59,80,64,78,1,0,Fire,1
5,Charmeleon,389,59,64,61,67,62,76,1,0,Fire,1
5,Charmeleon,403,58,62,56,75,72,80,1,0,Fire,1
5,Charmeleon,420,59,70,57,81,67,86,1,0,Fire,1
5,Charmeleon,424,63,61,60,85,69,86,1,0,Fire,1
5,Charmeleon,412,62,65,56,81,63,85,1,0,Fire,1
5,Charmeleon,414,60,68,62,81,66,77,1,0,Fire,1
5,Charmeleon,404,56,62,57,82,63,84,1,0,Fire,1
5,Charmeleon,409,60,66,59,82,68,74,1,0,Fire,1
5,Charmeleon,400,60,61,57,81,62,79,1,0,Fire,1
5,Charmeleon,402,58,68,52,80,68,76,1,0,Fire,1
5,Charmeleon,399,61,68,56,78,61,75,1,0,Fire,1
5,Charmeleon,401,59,61,59,80,63,79,1,0,Fire,1
5,Charmeleon,400,57,63,60,75,63,82,1,0,Fire,1
5,Charmeleon,399,54,67,54,84,60,80,1,0,Fire,1
5,Charmeleon,403,55,66,55,80,67,80,1,0,Fire,1
5,Charmeleon,399,60,62,58,79,60,80,1,0,Fire,1
5,Charmeleon,413,59,64,57,78,69,86,1,0,Fire,1
5,Charmeleon,405,60,62,57,86,62,78,1,0,Fire,1
5,Charmeleon,405,58,64,58,74,67,84,1,0,Fire,1
5,Charmeleon,421,65,70,54,80,68,84,1,0,Fire,1
5,Charmeleon,411,57,66,54,84,64,86,1,0,Fire,1
5,Charmeleon,397,61,60,60,79,58,79,1,0,Fire,1
5,Charmeleon,406,59,64,56,81,70,76,1,0,Fire,1
5,Charmeleon,407,53,66,61,80,64,83,1,0,Fire,1
5,Charmeleon,400,53,62,60,82,64,79,1,0,Fire,1
5,Charmeleon,414,60,63,59,83,70,79,1,0,Fire,1
5,Charmeleon,405,60,67,58,82,60,78,1,0,Fire,1
5,Charmeleon,415,58,66,59,80,67,85,1,0,Fire,1
5,Charmeleon,391,54,60,56,76,61,84,1,0,Fire,1
5,Charmeleon,413,57,64,62,86,70,74,1,0,Fire,1
5,Charmeleon,401,59,63,58,75,68,78,1,0,Fire,1
5,Charmeleon,394,52,64,60,75,61,82,1,0,Fire,1
5,Charmeleon,400,56,63,56,83,65,77,1,0,Fire,1
5,Charmeleon,404,62,67,50,77,68,80,1,0,Fire,1
5,Charmeleon,421,59,68,56,89,63,86,1,0,Fire,1
5,Charmeleon,404,60,66,56,75,63,84,1,0,Fire,1
5,Charmeleon,418,63,62,56,86,69,82,1,0,Fire,1
5,Charmeleon,410,62,63,56,84,67,78,1,0,Fire,1
5,Charmeleon,405,59,66,56,76,70,78,1,0,Fire,1
5,Charmeleon,427,58,61,64,84,72,88,1,0,Fire,1
5,Charmeleon,404,59,69,56,83,61,76,1,0,Fire,1
5,Charmeleon,408,51,70,60,80,66,81,1,0,Fire,1
5,Charmeleon,407,59,63,58,84,65,78,1,0,Fire,1
5,Charmeleon,418,55,62,60,86,67,88,1,0,Fire,1
5,Charmeleon,406,61,65,59,79,64,78,1,0,Fire,1
5,Charmeleon,414,64,61,56,84,67,82,1,0,Fire,1
5,Charmeleon,403,56,59,61,83,66,78,1,0,Fire,1
6,Charizard,534,78,84,78,109,85,100,1,0,Flying,0
6,Charizard,502,72,77,79,98,84,92,1,0,Flying,1
6,Charizard,522,69,80,81,106,83,103,1,0,Flying,1
6,Charizard,530,77,89,83,104,74,103,1,0,Flying,1
6,Charizard,542,84,77,76,121,83,101,1,0,Flying,1
6,Charizard,539,78,83,77,109,84,108,1,0,Flying,1
6,Charizard,540,82,75,82,115,88,98,1,0,Flying,1
6,Charizard,532,80,81,81,111,85,94,1,0,Flying,1
6,Charizard,540,78,81,78,119,81,103,1,0,Flying,1
6,Charizard,547,81,89,79,105,91,102,1,0,Flying,1
6,Charizard,538,87,81,80,112,82,96,1,0,Flying,1
6,Charizard,525,75,87,77,102,89,95,1,0,Flying,1
6,Charizard,563,91,79,86,118,83,106,1,0,Flying,1
6,Charizard,562,86,93,85,105,88,105,1,0,Flying,1
6,Charizard,541,79,86,76,113,88,99,1,0,Flying,1
6,Charizard,534,78,87,79,112,78,100,1,0,Flying,1
6,Charizard,535,74,77,78,119,85,102,1,0,Flying,1
6,Charizard,516,81,79,76,105,80,95,1,0,Flying,1
6,Charizard,542,78,85,88,104,84,103,1,0,Flying,1
6,Charizard,506,73,77,77,100,83,96,1,0,Flying,1
6,Charizard,531,78,85,81,102,85,100,1,0,Flying,1
6,Charizard,531,78,86,77,109,80,101,1,0,Flying,1
6,Charizard,538,81,87,74,109,94,93,1,0,Flying,1
6,Charizard,555,80,91,83,106,90,105,1,0,Flying,1
6,Charizard,534,71,86,82,112,87,96,1,0,Flying,1
6,Charizard,539,74,86,76,116,86,101,1,0,Flying,1
6,Charizard,517,75,89,71,98,83,101,1,0,Flying,1
6,Charizard,516,77,76,80,96,88,99,1,0,Flying,1
6,Charizard,537,82,83,75,108,89,100,1,0,Flying,1
6,Charizard,561,81,95,85,114,81,105,1,0,Flying,1
6,Charizard,540,76,88,79,109,87,101,1,0,Flying,1
6,Charizard,514,83,81,74,106,85,85,1,0,Flying,1
6,Charizard,528,77,77,75,113,87,99,1,0,Flying,1
6,Charizard,537,77,86,71,110,88,105,1,0,Flying,1
6,Charizard,534,77,82,76,110,91,98,1,0,Flying,1
6,Charizard,547,75,87,79,112,88,106,1,0,Flying,1
6,Charizard,536,84,87,77,102,90,96,1,0,Flying,1
6,Charizard,550,89,85,79,107,86,104,1,0,Flying,1
6,Charizard,537,74,86,80,113,78,106,1,0,Flying,1
6,Charizard,526,76,82,76,113,76,103,1,0,Flying,1
6,Charizard,534,78,85,81,101,86,103,1,0,Flying,1
6,Charizard,535,76,85,76,111,82,105,1,0,Flying,1
6,Charizard,537,79,87,76,106,82,107,1,0,Flying,1
6,Charizard,537,77,86,78,111,82,103,1,0,Flying,1
6,Charizard,547,87,84,72,114,91,99,1,0,Flying,1
6,Charizard,536,81,87,77,108,78,105,1,0,Flying,1
6,Charizard,537,82,86,79,112,82,96,1,0,Flying,1
6,Charizard,527,80,85,79,107,79,97,1,0,Flying,1
6,Charizard,515,78,77,77,106,81,96,1,0,Flying,1
6,Charizard,527,73,87,74,108,88,97,1,0,Flying,1
6,Charizard,532,73,87,81,110,80,101,1,0,Flying,1
6,Charizard,512,76,86,73,101,77,99,1,0,Flying,1
6,Charizard,519,73,83,74,108,83,98,1,0,Flying,1
6,Charizard,531,76,84,76,103,87,105,1,0,Flying,1
6,Charizard,549,83,85,85,111,83,102,1,0,Flying,1
6,Charizard,524,77,85,77,103,81,101,1,0,Flying,1
6,Charizard,537,75,87,78,115,82,100,1,0,Flying,1
6,Charizard,557,80,92,75,122,89,99,1,0,Flying,1
6,Charizard,525,76,81,81,104,84,99,1,0,Flying,1
6,Charizard,533,75,78,81,118,85,96,1,0,Flying,1
6,Charizard,531,80,81,78,107,83,102,1,0,Flying,1
6,Charizard,544,81,82,77,118,87,99,1,0,Flying,1
6,Charizard,546,80,87,80,112,86,101,1,0,Flying,1
6,Charizard,521,78,84,79,107,82,91,1,0,Flying,1
6,Charizard,532,77,81,70,117,93,94,1,0,Flying,1
6,Charizard,530,74,87,78,105,84,102,1,0,Flying,1
6,Charizard,530,78,83,80,105,91,93,1,0,Flying,1
6,Charizard,530,83,84,72,105,87,99,1,0,Flying,1
6,Charizard,523,71,80,76,110,85,101,1,0,Flying,1
6,Charizard,522,77,85,77,101,80,102,1,0,Flying,1
6,Charizard,544,73,92,88,108,82,101,1,0,Flying,1
6,Charizard,528,72,83,75,116,90,92,1,0,Flying,1
6,Charizard,532,76,84,80,108,81,103,1,0,Flying,1
6,Charizard,527,73,83,80,103,95,93,1,0,Flying,1
6,Charizard,549,78,87,80,125,81,98,1,0,Flying,1
6,Charizard,528,77,83,78,112,83,95,1,0,Flying,1
6,Charizard,544,77,87,76,110,85,109,1,0,Flying,1
6,Charizard,542,86,84,75,114,81,102,1,0,Flying,1
6,Charizard,545,80,81,77,118,82,107,1,0,Flying,1
6,Charizard,523,77,84,75,99,85,103,1,0,Flying,1
6,Charizard,541,78,84,75,114,94,96,1,0,Flying,1
6,Charizard,538,82,86,81,105,85,99,1,0,Flying,1
6,Charizard,544,78,84,73,112,88,109,1,0,Flying,1
6,Charizard,543,79,91,80,109,84,100,1,0,Flying,1
6,Charizard,559,84,97,79,110,96,93,1,0,Flying,1
6,Charizard,548,83,80,82,115,86,102,1,0,Flying,1
6,Charizard,529,77,79,75,104,88,106,1,0,Flying,1
6,Charizard,543,79,84,84,107,87,102,1,0,Flying,1
6,Charizard,530,70,90,79,106,85,100,1,0,Flying,1
6,Charizard,515,72,80,71,109,82,101,1,0,Flying,1
6,Charizard,542,71,91,77,110,91,102,1,0,Flying,1
6,Charizard,516,76,77,77,113,81,92,1,0,Flying,1
6,Charizard,555,80,89,84,109,92,101,1,0,Flying,1
6,Charizard,537,80,88,79,107,88,95,1,0,Flying,1
6,Charizard,547,79,92,73,115,85,103,1,0,Flying,1
6,Charizard,528,76,85,82,106,80,99,1,0,Flying,1
6,Charizard,539,76,78,71,115,94,105,1,0,Flying,1
6,Charizard,533,81,89,83,97,80,103,1,0,Flying,1
6,Charizard,547,79,92,77,103,90,106,1,0,Flying,1
6,Charizard,552,78,87,85,104,97,101,1,0,Flying,1
6,CharizardMega Charizard X,634,78,130,111,130,85,100,1,0,Dragon,0
6,CharizardMega Charizard X,623,78,133,117,126,80,89,1,0,Dragon,1
6,CharizardMega Charizard X,636,76,137,113,128,87,95,1,0,Dragon,1
6,CharizardMega Charizard X,626,72,130,107,135,84,98,1,0,Dragon,1
6,CharizardMega Charizard X,637,77,140,105,128,88,99,1,0,Dragon,1
6,CharizardMega Charizard X,634,71,128,114,137,84,100,1,0,Dragon,1
6,CharizardMega Charizard X,642,84,139,106,132,86,95,1,0,Dragon,1
6,CharizardMega Charizard X,635,79,138,100,127,86,105,1,0,Dragon,1
6,CharizardMega Charizard X,630,76,135,113,129,87,90,1,0,Dragon,1
6,CharizardMega Charizard X,604,73,118,105,128,80,100,1,0,Dragon,1
6,CharizardMega Charizard X,648,86,131,108,145,79,99,1,0,Dragon,1
6,CharizardMega Charizard X,647,78,137,117,130,85,100,1,0,Dragon,1
6,CharizardMega Charizard X,631,79,121,111,137,86,97,1,0,Dragon,1
6,CharizardMega Charizard X,620,78,120,104,137,86,95,1,0,Dragon,1
6,CharizardMega Charizard X,616,76,135,93,129,88,95,1,0,Dragon,1
6,CharizardMega Charizard X,645,85,132,108,138,82,100,1,0,Dragon,1
6,CharizardMega Charizard X,595,68,120,107,119,89,92,1,0,Dragon,1
6,CharizardMega Charizard X,641,76,131,115,135,88,96,1,0,Dragon,1
6,CharizardMega Charizard X,651,81,132,118,129,89,102,1,0,Dragon,1
6,CharizardMega Charizard X,647,74,137,111,132,91,102,1,0,Dragon,1
6,CharizardMega Charizard X,618,75,123,110,118,85,107,1,0,Dragon,1
6,CharizardMega Charizard X,635,79,135,110,129,85,97,1,0,Dragon,1
6,CharizardMega Charizard X,644,70,129,128,131,80,106,1,0,Dragon,1
6,CharizardMega Charizard X,606,69,129,117,119,75,97,1,0,Dragon,1
6,CharizardMega Charizard X,646,75,131,120,132,91,97,1,0,Dragon,1
6,CharizardMega Charizard X,623,79,120,101,138,92,93,1,0,Dragon,1
6,CharizardMega Charizard X,632,79,119,115,129,86,104,1,0,Dragon,1
6,CharizardMega Charizard X,660,83,132,117,140,79,109,1,0,Dragon,1
6,CharizardMega Charizard X,656,80,144,114,131,91,96,1,0,Dragon,1
6,CharizardMega Charizard X,656,79,122,122,145,87,101,1,0,Dragon,1
6,CharizardMega Charizard X,627,78,131,110,131,81,96,1,0,Dragon,1
6,CharizardMega Charizard X,620,76,139,107,123,75,100,1,0,Dragon,1
6,CharizardMega Charizard X,656,80,134,118,134,87,103,1,0,Dragon,1
6,CharizardMega Charizard X,636,73,127,120,127,85,104,1,0,Dragon,1
6,CharizardMega Charizard X,632,80,122,107,134,90,99,1,0,Dragon,1
6,CharizardMega Charizard X,628,79,136,109,127,78,99,1,0,Dragon,1
6,CharizardMega Charizard X,651,74,131,113,144,86,103,1,0,Dragon,1
6,CharizardMega Charizard X,630,75,134,103,133,87,98,1,0,Dragon,1
6,CharizardMega Charizard X,630,74,129,114,129,83,101,1,0,Dragon,1
6,CharizardMega Charizard X,631,74,132,118,131,80,96,1,0,Dragon,1
6,CharizardMega Charizard X,655,79,140,111,137,84,104,1,0,Dragon,1
6,CharizardMega Charizard X,649,83,131,106,137,91,101,1,0,Dragon,1
6,CharizardMega Charizard X,623,76,127,105,127,83,105,1,0,Dragon,1
6,CharizardMega Charizard X,637,82,131,124,135,76,89,1,0,Dragon,1
6,CharizardMega Charizard X,633,77,125,120,135,78,98,1,0,Dragon,1
6,CharizardMega Charizard X,631,81,134,106,133,88,89,1,0,Dragon,1
6,CharizardMega Charizard X,651,80,127,115,137,84,108,1,0,Dragon,1
6,CharizardMega Charizard X,633,76,139,105,124,92,97,1,0,Dragon,1
6,CharizardMega Charizard X,654,80,138,114,133,84,105,1,0,Dragon,1
6,CharizardMega Charizard X,615,81,121,105,128,88,92,1,0,Dragon,1
6,CharizardMega Charizard X,656,77,137,118,136,87,101,1,0,Dragon,1
6,CharizardMega Charizard X,627,79,138,112,123,84,91,1,0,Dragon,1
6,CharizardMega Charizard X,635,79,126,117,131,86,96,1,0,Dragon,1
6,CharizardMega Charizard X,644,79,136,112,129,88,100,1,0,Dragon,1
6,CharizardMega Charizard X,621,69,132,106,124,91,99,1,0,Dragon,1
6,CharizardMega Charizard X,653,75,135,118,127,89,109,1,0,Dragon,1
6,CharizardMega Charizard X,629,78,126,110,135,81,99,1,0,Dragon,1
6,CharizardMega Charizard X,621,74,122,112,118,92,103,1,0,Dragon,1
6,CharizardMega Charizard X,640,82,128,113,126,90,101,1,0,Dragon,1
6,CharizardMega Charizard X,641,78,133,107,128,91,104,1,0,Dragon,1
6,CharizardMega Charizard X,618,80,122,107,126,83,100,1,0,Dragon,1
6,CharizardMega Charizard X,658,84,141,111,136,87,99,1,0,Dragon,1
6,CharizardMega Charizard X,621,71,123,117,129,82,99,1,0,Dragon,1
6,CharizardMega Charizard X,634,77,118,114,127,95,103,1,0,Dragon,1
6,CharizardMega Charizard X,638,77,131,110,138,75,107,1,0,Dragon,1
6,CharizardMega Charizard X,647,81,139,109,134,86,98,1,0,Dragon,1
6,CharizardMega Charizard X,643,77,136,107,138,91,94,1,0,Dragon,1
6,CharizardMega Charizard X,615,77,122,112,122,86,96,1,0,Dragon,1
6,CharizardMega Charizard X,658,78,145,113,140,89,93,1,0,Dragon,1
6,CharizardMega Charizard X,639,80,131,105,131,87,105,1,0,Dragon,1
6,CharizardMega Charizard X,641,84,134,108,137,78,100,1,0,Dragon,1
6,CharizardMega Charizard X,649,81,134,116,127,87,104,1,0,Dragon,1
6,CharizardMega Charizard X,636,79,132,112,137,81,95,1,0,Dragon,1
6,CharizardMega Charizard X,659,80,130,113,139,86,111,1,0,Dragon,1
6,CharizardMega Charizard X,630,70,126,114,131,87,102,1,0,Dragon,1
6,CharizardMega Charizard X,647,80,129,121,130,81,106,1,0,Dragon,1
6,CharizardMega Charizard X,616,79,113,109,127,87,101,1,0,Dragon,1
6,CharizardMega Charizard X,622,84,131,109,119,88,91,1,0,Dragon,1
6,CharizardMega Charizard X,635,72,132,115,132,87,97,1,0,Dragon,1
6,CharizardMega Charizard X,640,77,139,115,127,83,99,1,0,Dragon,1
6,CharizardMega Charizard X,623,75,126,112,128,81,101,1,0,Dragon,1
6,CharizardMega Charizard X,604,79,131,110,116,77,91,1,0,Dragon,1
6,CharizardMega Charizard X,641,82,124,116,143,85,91,1,0,Dragon,1
6,CharizardMega Charizard X,629,82,122,105,123,91,106,1,0,Dragon,1
6,CharizardMega Charizard X,636,74,128,104,128,88,114,1,0,Dragon,1
6,CharizardMega Charizard X,644,76,133,112,128,89,106,1,0,Dragon,1
6,CharizardMega Charizard X,655,79,139,115,131,89,102,1,0,Dragon,1
6,CharizardMega Charizard X,644,81,142,112,127,83,99,1,0,Dragon,1
6,CharizardMega Charizard X,653,80,134,122,138,80,99,1,0,Dragon,1
6,CharizardMega Charizard X,651,81,134,107,141,86,102,1,0,Dragon,1
6,CharizardMega Charizard X,626,73,120,116,124,86,107,1,0,Dragon,1
6,CharizardMega Charizard X,616,83,123,106,117,88,99,1,0,Dragon,1
6,CharizardMega Charizard X,647,76,127,124,134,84,102,1,0,Dragon,1
6,CharizardMega Charizard X,625,73,127,118,118,85,104,1,0,Dragon,1
6,CharizardMega Charizard X,614,79,127,105,129,83,91,1,0,Dragon,1
6,CharizardMega Charizard X,636,79,132,110,134,84,97,1,0,Dragon,1
6,CharizardMega Charizard X,614,74,124,105,122,87,102,1,0,Dragon,1
6,CharizardMega Charizard X,640,75,136,111,127,82,109,1,0,Dragon,1
6,CharizardMega Charizard X,627,73,127,105,128,95,99,1,0,Dragon,1
6,CharizardMega Charizard X,627,81,127,110,130,82,97,1,0,Dragon,1
6,CharizardMega Charizard Y,634,78,104,78,159,115,100,1,0,Flying,0
6,CharizardMega Charizard Y,637,74,109,79,161,116,98,1,0,Flying,1
6,CharizardMega Charizard Y,645,77,99,77,155,131,106,1,0,Flying,1
6,CharizardMega Charizard Y,617,71,110,74,143,128,91,1,0,Flying,1
6,CharizardMega Charizard Y,645,74,109,75,159,125,103,1,0,Flying,1
6,CharizardMega Charizard Y,626,72,104,72,159,122,97,1,0,Flying,1
6,CharizardMega Charizard Y,623,80,105,72,150,119,97,1,0,Flying,1
6,CharizardMega Charizard Y,640,79,107,81,158,119,96,1,0,Flying,1
6,CharizardMega Charizard Y,650,78,109,76,174,114,99,1,0,Flying,1
6,CharizardMega Charizard Y,644,76,99,83,165,123,98,1,0,Flying,1
6,CharizardMega Charizard Y,606,75,93,70,164,114,90,1,0,Flying,1
6,CharizardMega Charizard Y,628,77,94,76,169,118,94,1,0,Flying,1
6,CharizardMega Charizard Y,637,80,106,83,168,105,95,1,0,Flying,1
6,CharizardMega Charizard Y,617,72,107,83,144,114,97,1,0,Flying,1
6,CharizardMega Charizard Y,637,78,114,75,152,115,103,1,0,Flying,1
